platform,channel_name,channel_display_name,channel_id,hours_watched,peak_viewers,average_viewers,airtime_in_m,followers_gain,live_views,last_streamed_game,avatar_url,channel_country,stream_language,partnership_status,channel_type,start_date,end_date,year,week_number
twitch,lvndmark,LVNDMARK,427632467,883500,37916,13287,3990,4894,1855890,Escape from Tarkov,https://static-cdn.jtvnw.net/jtv_user_pictures/8dcaf96d-68ee-4fc6-bfdc-fdfc564e134a-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,stableronaldo,stableronaldo,246450563,875165,64307,25006,2100,17131,3113844,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/9aea787b-a758-4ffa-b4b0-b8c3e75f6231-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,fps_shaka,fps_shaka,49207184,854447,24189,13214,3880,1331,3321172,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/61f568bf-884b-4126-b17c-fc525c6d3bd4-profile_image-300x300.png,JP,ja,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,tumblurr,Tumblurr,77827128,827449,29485,18153,2735,6251,3443119,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/76689ba7-8a3a-4369-bb9b-6ec7c54e4648-profile_image-300x300.png,IT,it,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,k3soju,k3soju,128293484,780339,21308,15129,3095,2614,1278607,Teamfight Tactics,https://static-cdn.jtvnw.net/jtv_user_pictures/50e4e7b2-ae1c-43dd-ae3a-243de06a9034-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,lacy,Lacy,494543675,764306,26226,12901,3555,8854,1469376,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/701f5110-3812-42e0-8659-42dd8cf66e07-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,stylishnoob4,stylishnoob4,50988750,755923,19789,12688,3575,1334,2260946,Escape from Tarkov,https://static-cdn.jtvnw.net/jtv_user_pictures/stylishnoob4-profile_image-08271f11296c16df-300x300.png,JP,ja,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,deepins02,deepins02,135385636,718022,40389,22498,1915,30620,3425755,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/cdf07484-4aa6-4114-a91f-7666ba8c796a-profile_image-300x300.png,RU,ru,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,plaqueboymax,plaqueboymax,672238954,707155,41455,19781,2145,13446,3480246,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/265cfea1-8c9e-4ea2-9329-8f72601bbdf1-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,zizaran,Zizaran,36483360,702206,11659,4200,10035,3843,1836711,Path of Exile 2,https://static-cdn.jtvnw.net/jtv_user_pictures/zizaran-profile_image-d534b9791c469a48-300x300.png,NO,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,papaplatte,Papaplatte,50985620,699481,64186,27432,1530,7529,1944137,MiSide,https://static-cdn.jtvnw.net/jtv_user_pictures/04abc1b4-7bad-4b55-8da8-c0f1cf031bda-profile_image-300x300.png,DE,de,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,k4sen,k4sen,44525650,678634,25516,14916,2730,2583,2609587,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/794e906d-64d7-41ab-bb89-8fb159e4124b-profile_image-300x300.png,JP,ja,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,pestily,Pestily,106013742,661304,20230,8025,4945,4592,1145133,Escape from Tarkov,https://static-cdn.jtvnw.net/jtv_user_pictures/6d33e15c-f918-468f-9a29-f56399786532-profile_image-300x300.png,AU,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,jynxzi,Jynxzi,411377640,647203,29716,20934,1855,26927,1963055,Tom Clancy's Rainbow Six Siege,https://static-cdn.jtvnw.net/jtv_user_pictures/645d98a0-a2eb-48a3-b687-cfbc55243e4a-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,loltyler1,loltyler1,51496027,635538,25235,15597,2445,994,1688613,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/f3591dbe4ee3d94b-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,kamet0,Kamet0,27115917,591464,25984,10971,3235,1880,1929930,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/9e12862d-a8d0-4df2-81aa-e2241022dc98-profile_image-300x300.jpg,FR,fr,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,mira,mira,79294007,578195,4097,3458,10035,1687,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/0c4b5b4d-d38f-49d6-995a-ceafbf9d2432-profile_image-300x300.png,RU,en,partner,Female,2024-12-23,2024-12-29,2024,52
twitch,montanablack88,MontanaBlack88,45044816,566065,194561,35565,955,7783,1931584,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/6f36c08a-6f7d-40f1-a9e8-12eee2ff0f93-profile_image-300x300.png,DE,de,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,bratishkinoff,bratishkinoff,99899949,562319,29030,15164,2225,7934,2364258,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/ababebac-f06f-40e7-b19c-2436b9311c1a-profile_image-300x300.png,RU,ru,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,dakillzor,Dakillzor,25722719,557387,8820,3344,10005,1344,289087,World of Tanks,https://static-cdn.jtvnw.net/jtv_user_pictures/ba5e4714-b7dd-43f5-9c62-df0c91647482-profile_image-300x300.png,BE,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,xrohat,xRohat,430023505,549397,25240,8378,3935,3311,1862956,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/dc99030e-69b1-4e11-b381-e1507c991ff0-profile_image-300x300.png,DE,de,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,evelone2004,evelone2004,738000896,546542,73240,46187,710,12468,3649574,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/4af340ba-8d13-44e8-9e72-14c4c86d1f20-profile_image-300x300.png,RU,ru,without status,Male,2024-12-23,2024-12-29,2024,52
twitch,xqc,xQc,71092938,537466,46792,25493,1265,805,2022193,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/xqc-profile_image-9298dca608632101-300x300.jpeg,CA,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,yourragegaming,yourragegaming,36926489,536496,33864,24387,1320,8473,1678075,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/70c63d12-ecae-485c-9bca-3d3f3ad5782a-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,fanum,Fanum,139251406,525384,25271,16376,1925,28969,2724744,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/730415ce-12c3-455f-8218-dfff65238c5b-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,gronkh,GRONKH,12875057,517685,26543,20170,1540,1690,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/gronkh-profile_image-76b34139eaa46bb5-300x300.png,DE,de,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,shroud,shroud,37402112,510840,26258,19339,1585,11912,1141830,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/7ed5e0c6-0191-4eef-8328-4af6e4ea5318-profile_image-300x300.png,CA,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,gaules,Gaules,181077473,510575,14789,3069,9985,1393,883185,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/ea0fe422-84bd-4aee-9d10-fd4b0b3a7054-profile_image-300x300.png,BR,pt,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,ironmouse,ironmouse,175831187,498770,11844,8314,3600,6032,1390362,MiSide,https://static-cdn.jtvnw.net/jtv_user_pictures/c2aca19b-b318-4398-99a5-fb6a597536fd-profile_image-300x300.png,PR,en,partner,Female,2024-12-23,2024-12-29,2024,52
twitch,ratirl,RATIRL,57292293,493423,6197,2951,10035,574,1007423,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/ratirl-profile_image-9721e084b66a697e-300x300.png,SE,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,hanjoudesu,はんじょう,524474488,483965,27488,11501,2525,1944,1985634,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/5c970817-82cf-4bc5-9949-248947ff1150-profile_image-300x300.png,JP,ja,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,recrent,Recrent,39154778,480453,17484,8455,3410,6369,2567398,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/8e9ae092-d343-4f47-a65a-26ce3d2da6ab-profile_image-300x300.png,RU,ru,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,sasavot,sasavot,89132304,477796,19612,10718,2675,19907,2513643,God of War Ragnarök,https://static-cdn.jtvnw.net/jtv_user_pictures/c1372b44-c4c9-451d-867e-377b0d227756-profile_image-300x300.png,RU,ru,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,sasatikk,sasatikk,67519684,471775,13338,7662,3695,1345,1409485,Escape from Tarkov,https://static-cdn.jtvnw.net/jtv_user_pictures/46df8e2c-2304-440c-994a-1f131f29c469-profile_image-300x300.png,JP,ja,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,juansguarnizo,juansguarnizo,121510236,471656,18620,10144,2790,10417,2535711,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/74586414-e27b-4347-89c5-109e42ac3e1d-profile_image-300x300.png,CO,es,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,flats,Flats,141429177,463272,21744,7354,3780,17441,862554,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/6f398651-334b-4cfc-a37c-29c066584da8-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,zarbex,zarbex,403594122,459137,24069,14538,1895,13219,1362007,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/436a50ca-f8e9-4cc0-aae8-def977448ac7-profile_image-300x300.png,DE,de,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,lirik,LIRIK,23161357,446765,21713,11630,2305,301,1146764,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/38e925fc-0b07-4e1e-82e2-6639e01344f3-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,jasontheween,jasontheween,107117952,437298,28879,12205,2150,12389,2472372,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/a04be2b0-9cc1-403c-a4b0-47b32d1fe640-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,quickybaby,QuickyBaby,30623831,432460,18438,6464,4015,804,663861,World of Tanks,https://static-cdn.jtvnw.net/jtv_user_pictures/ac368118-71cb-4340-be81-afa99abafdba-profile_image-300x300.png,UK,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,thebausffs,Thebausffs,93869876,430407,108405,17103,1510,7536,1454221,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/04c65db8-ef62-4fb5-8cff-09f0521de151-profile_image-300x300.png,SE,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,colthavok,ColtHavok,119089037,413958,5180,2478,10025,8861,763921,Call of Duty: Black Ops 6,https://static-cdn.jtvnw.net/jtv_user_pictures/03322e89-83ce-4ca1-aa54-0cb36d3d8ade-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,alanzoka,alanzoka,38244180,408796,26729,19861,1235,9347,1498386,God of War II,https://static-cdn.jtvnw.net/jtv_user_pictures/64d44235-1dee-4bca-95da-bee1ee96eea3-profile_image-300x300.png,BR,pt,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,forsen,forsen,22484632,408376,10599,7880,3110,595,1027185,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/forsen-profile_image-48b43e1e4f54b5c8-300x300.png,SE,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,pikabooirl,Pikabooirl,27992608,406186,12167,6364,3830,6411,1087050,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/pikabooirl-profile_image-05cde7918d476f0b-300x300.jpeg,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,jltomy,JLTomy,155601320,395357,19998,11243,2110,1390,1485220,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/aa2bc80a-e317-494a-a94d-7492889e4f66-profile_image-300x300.png,FR,fr,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,tarik,tarik,36340781,393176,14340,8937,2640,1237,1491948,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/f04d2a14-8d63-4cd5-a469-7ec2cd6e5ce3-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,dmitry_lixxx,Dmitry_Lixxx,188890121,390886,36252,10565,2220,11639,1582346,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/338e8041-6289-4ba4-9029-d11f54153443-profile_image-300x300.png,RU,ru,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,necros,Necros,129625799,382642,15743,8015,2865,13660,1504725,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/d129a627-ea3f-4188-af1e-c30e2a1725c9-profile_image-300x300.png,RS,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,caedrel,Caedrel,92038375,367135,33489,17983,1225,1465,1130654,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/483a37ac-58fd-4e2f-8dc3-2c68a0164112-profile_image-300x300.png,UK,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,knekro,knekro,152633332,364404,10249,7042,3105,1087,905709,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/5b73f4b998324548-profile_image-300x300.jpeg,ES,es,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,mizkif,Mizkif,94753024,359134,29258,19327,1115,-95,963410,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/ddd88d33-6c4f-424f-9246-5f4978c93148-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,admiralbahroo,AdmiralBahroo,40972890,352245,9942,6775,3120,59,473840,Brotato,https://static-cdn.jtvnw.net/jtv_user_pictures/d57c5237-ca9d-432c-9560-d5e62b28ce80-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,premiertwo,PremierTwo,582765062,349575,8193,2643,7940,1680,637764,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/81314008-19fc-47c3-a65d-6a9994828444-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,ferretsoftware,FerretSoftware,884338173,343064,10759,2051,10040,2584,225989,"Animals, Aquariums, and Zoos",https://static-cdn.jtvnw.net/jtv_user_pictures/53fbddc4-9400-4b4e-91c1-87ede9229b66-profile_image-300x300.png,US,en,partner,Organization,2024-12-23,2024-12-29,2024,52
twitch,jinnytty,Jinnytty,159498717,342599,10078,5278,3895,4469,633289,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/37567ea1-8246-4385-bcf6-8a3cdb9ca93b-profile_image-300x300.png,KR,en,partner,Female,2024-12-23,2024-12-29,2024,52
twitch,shadowkekw,shadowkekw,465131731,337694,45115,26145,775,2832,449176,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/55a5e785-9c08-47f5-bcff-895224deb51f-profile_image-300x300.png,RU,ru,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,moonmoon,MOONMOON,121059319,336256,14635,9320,2165,-246,655388,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,skullcjay,SkullCJay,192931680,329327,6639,2081,9500,2918,1052,STALCRAFT: X,https://static-cdn.jtvnw.net/jtv_user_pictures/4365c002-f014-4799-b64a-6419214dcbbf-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,supertf,supertf,59635827,328818,17021,8136,2425,5270,935958,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/supertf-profile_image-4a7fae211a68ae1f-300x300.jpeg,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,skill4ltu,skill4ltu,110775952,328074,11522,4838,4070,1097,501254,World of Tanks,https://static-cdn.jtvnw.net/jtv_user_pictures/3240ed60-0ad4-4bb4-afd9-b608b60e850c-profile_image-300x300.png,LT,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,drakeoffc,drakeoffc,231922983,324421,23101,7620,2555,13315,248887,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/49507df3-23ed-4af2-8852-f0f5e043cb79-profile_image-300x300.png,RU,ru,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,yuuri22,yuuri22,499780312,323776,74942,39246,495,20034,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/88854142-6e95-4c57-9b30-b3433a9c9a8f-profile_image-300x300.jpeg,BR,pt,affilate,Male,2024-12-23,2024-12-29,2024,52
twitch,trymacs,Trymacs,64342766,322926,18526,11266,1720,4707,1325653,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/22a56845-20d0-4e14-932e-0ec099b088eb-profile_image-300x300.png,DE,de,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,strogo,StRoGo,233741947,321366,37881,17691,1090,6930,2137907,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/8a9c0603-7ff0-4189-bdc1-3072029a613d-profile_image-300x300.png,RU,ru,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,nadeshot,Nadeshot,21130533,313211,9754,6286,2990,4183,938097,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/c1932ea2-dedd-4a4c-a7a7-d51697478464-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,rogue,Rogue,64581694,310960,4578,2695,6925,2973,787878,Apex Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/0666f411-86f9-49db-bbe4-957c137cd6b3-profile_image-300x300.png,CA,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,gronkhtv,GronkhTV,106159308,308655,7378,1846,10035,1211,,Supermarket Simulator,https://static-cdn.jtvnw.net/jtv_user_pictures/199ad016-0034-4571-b559-d98bc35c838c-profile_image-300x300.png,DE,de,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,roger9527,羅傑,65653595,306262,9689,5789,3175,766,390122,Teamfight Tactics,https://static-cdn.jtvnw.net/jtv_user_pictures/roger9527-profile_image-e6cccadfeba28124-300x300.jpeg,TW,zh,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,noway4u_sir,NoWay4u_Sir,85397463,305096,19039,10995,1665,1055,682584,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/9e619d88755f56a8-profile_image-300x300.png,DE,de,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,angryginge13,angryginge13,598713647,297366,10702,8397,2125,6514,1724583,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/5efe32b5-32a1-43dc-805e-c63302f95bee-profile_image-300x300.png,UK,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,emongg,Emongg,23220337,296508,18108,8295,2145,1787,536892,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/76e05185-d15d-4818-9267-1806b05fa2d1-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,stray228,Stray228,40488774,287333,10266,6995,2465,2384,,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/stray228-profile_image-ceb0393a88eb8286-300x300.jpeg,RU,ru,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,traytonlol,TraYtoNlol,81446331,282737,11351,5932,2860,1042,733317,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/610e1167-591c-445d-8ad4-f65e07695575-profile_image-300x300.jpeg,FR,fr,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,mertabimula,mertabimula,463204522,280094,12202,4676,3595,4593,106716,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/609dfa52-0590-4fad-b70c-93447042fea6-profile_image-300x300.png,DE,de,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,gorgc,Gorgc,108268890,275148,10278,6753,2445,297,772289,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-300x300.jpeg,SE,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,august,August,194331558,274635,7679,4054,4065,2382,425933,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/2450f23f-6a76-421e-96fa-fde26ee97d0a-profile_image-300x300.png,NZ,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,brooklynfrost,brooklynfrost,1028692635,273573,15773,3417,4805,34097,2294581,IRL,https://static-cdn.jtvnw.net/jtv_user_pictures/3a7422c8-d935-49b5-8982-bae84494fc89-profile_image-300x300.png,,en,partner,Female,2024-12-23,2024-12-29,2024,52
twitch,sodapoppin,sodapoppin,26301881,272992,49061,30616,535,595,20229,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/fc7b15b2-e400-4e74-8c8b-2ad3725e5770-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,s0mcs,s0mcs,128002336,272771,11255,8083,2025,3926,1134483,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/e086d0a4-781d-49d6-9732-2d8f9516f9c0-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,cellbit,Cellbit,28579002,270808,67917,57013,285,3596,899546,Tabletop RPGs,https://static-cdn.jtvnw.net/jtv_user_pictures/0595cdd0-65a7-4fa3-996d-323cf3a54be1-profile_image-300x300.png,BR,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,lazvell,Lazvell,48677263,267106,24122,6637,2415,2648,1600386,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/85baa6dc-c2d9-4135-b6d0-dfb429d1230d-profile_image-300x300.png,JP,ja,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,setsuko,setsuko,606510515,266757,10324,5223,3065,2151,211210,Teamfight Tactics,https://static-cdn.jtvnw.net/jtv_user_pictures/281663fb-449e-4ede-a8e3-eecca3edac0d-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,realzbluewater,RealzBlueWater,62595539,264957,5024,3795,4190,1195,820052,Life is Strange,https://static-cdn.jtvnw.net/jtv_user_pictures/792a8905-cd57-4160-8331-c9bc035393d3-profile_image-300x300.png,US,en,partner,Male,2024-12-23,2024-12-29,2024,52
twitch,zentreya,Zentreya,128440061,263918,8313,5125,3090,1463,513893,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/767defd6-91f1-480a-be7a-b278022a2de0-profile_image-300x300.png,US,en,partner,Female,2024-12-23,2024-12-29,2024,52
twitch,betboom_ru,betboom_ru,129339704,263104,15468,6015,2625,957,1235158,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/71b70e89-daab-475f-9ea8-b4c461773a01-profile_image-300x300.png,RU,ru,partner,Organization,2024-12-23,2024-12-29,2024,52
