platform,channel_name,channel_display_name,channel_id,hours_watched,peak_viewers,average_viewers,airtime_in_m,followers_gain,live_views,last_streamed_game,avatar_url,channel_country,stream_language,partnership_status,channel_type,start_date,end_date,year,week_number
twitch,jonvlogs,JonVlogs,103989988,566106,38372,20586,1650,10057,1995870,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/00e7ebf9-89b9-41e1-b2bc-263b0ce805d0-profile_image-300x300.png,BR,pt,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,noway4u_sir,NoWay4u_Sir,85397463,563850,17630,11871,2850,1714,905364,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/9e619d88755f56a8-profile_image-300x300.png,DE,de,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,domingo,Domingo,40063341,559247,44714,23798,1410,2487,1637211,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/3cdae7df-600c-4833-8dfe-8d2abc5a3b25-profile_image-300x300.png,FR,fr,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,yourragegaming,yourragegaming,36926489,552788,60095,23607,1405,11807,3099601,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/70c63d12-ecae-485c-9bca-3d3f3ad5782a-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,illojuan,IlloJuan,90075649,552405,54080,33480,990,4258,2071886,Dragon Ball: Sparking! Zero,https://static-cdn.jtvnw.net/jtv_user_pictures/593b5641-c626-4ba4-ba49-11cb33f6c3e8-profile_image-300x300.png,ES,es,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,mira,mira,79294007,550145,3906,3285,10050,1298,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/0c4b5b4d-d38f-49d6-995a-ceafbf9d2432-profile_image-300x300.png,RU,en,partner,Female,2024-12-16,2024-12-22,2024,51
twitch,rubius,Rubius,39276140,538274,30566,18723,1725,8312,2660192,Suika Game,https://static-cdn.jtvnw.net/jtv_user_pictures/a2592e98-5ba6-4c9a-9d9e-cf036d6f64c2-profile_image-300x300.jpg,ES,es,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,ibai,ibai,83232866,537240,172649,100734,320,8226,2266854,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/574228be-01ef-4eab-bc0e-a4f6b68bedba-profile_image-300x300.png,ES,es,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,fantasista_jp,ファン太,203654142,528499,32791,14285,2220,1901,2879226,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/ef3636c8-f522-4026-aa5b-39eff35324ef-profile_image-300x300.png,JP,ja,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,lirik,LIRIK,23161357,521236,21876,13224,2365,35,1250788,Grand Theft Auto IV,https://static-cdn.jtvnw.net/jtv_user_pictures/38e925fc-0b07-4e1e-82e2-6639e01344f3-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,skill4ltu,skill4ltu,110775952,511264,16723,7529,4075,2149,650330,World of Tanks,https://static-cdn.jtvnw.net/jtv_user_pictures/3240ed60-0ad4-4bb4-afd9-b608b60e850c-profile_image-300x300.png,LT,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,alanzoka,alanzoka,38244180,488181,24509,18365,1595,11043,1841166,MiSide,https://static-cdn.jtvnw.net/jtv_user_pictures/64d44235-1dee-4bca-95da-bee1ee96eea3-profile_image-300x300.png,BR,pt,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,brooklynfrost,brooklynfrost,1028692635,482440,9246,2881,10050,38371,2885266,IRL,https://static-cdn.jtvnw.net/jtv_user_pictures/3a7422c8-d935-49b5-8982-bae84494fc89-profile_image-300x300.png,,en,partner,Female,2024-12-16,2024-12-22,2024,51
twitch,ninja,Ninja,19571641,480267,14474,9266,3110,14828,3006363,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/90d40495-f467-4911-9035-72d8d10a49c5-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,ratirl,RATIRL,57292293,479643,5802,2870,10030,573,595942,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/ratirl-profile_image-9721e084b66a697e-300x300.png,SE,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,recrent,Recrent,39154778,451722,25402,8564,3165,6520,2339252,PUBG: BATTLEGROUNDS,https://static-cdn.jtvnw.net/jtv_user_pictures/8e9ae092-d343-4f47-a65a-26ce3d2da6ab-profile_image-300x300.png,RU,ru,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,juansguarnizo,juansguarnizo,121510236,438922,23279,10750,2450,9806,2256296,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/74586414-e27b-4347-89c5-109e42ac3e1d-profile_image-300x300.png,CO,es,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,gotaga,Gotaga,24147592,432586,14508,6539,3970,3975,1911636,Delta Force: Hawk Ops,https://static-cdn.jtvnw.net/jtv_user_pictures/69e324f6-fc7d-4131-89ed-227a955637cf-profile_image-300x300.png,FR,fr,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,cellbit,Cellbit,28579002,427881,89433,69387,370,22312,1899578,Tabletop RPGs,https://static-cdn.jtvnw.net/jtv_user_pictures/0595cdd0-65a7-4fa3-996d-323cf3a54be1-profile_image-300x300.png,BR,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,elajjaz,Elajjaz,26921830,425631,10999,8134,3140,176,863065,The Hobbit,https://static-cdn.jtvnw.net/jtv_user_pictures/e85bf53e-8e0a-4a35-824d-d2958293c3a6-profile_image-300x300.png,SE,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,lord_kebun,Lord_Kebun,163836275,417949,14426,9375,2675,316,1031183,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/be4e8251-2cd7-453c-8a83-41412cfa48dc-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,gamerlegion,GamerLegion,197615077,415463,12086,6044,4125,5233,685897,Age of Empires II,https://static-cdn.jtvnw.net/jtv_user_pictures/5ac71cc2-fcca-4dd3-8246-a4357ca6068a-profile_image-300x300.png,,en,partner,,2024-12-16,2024-12-22,2024,51
twitch,gorgc,Gorgc,108268890,413390,13853,7692,3225,534,1138162,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-300x300.jpeg,SE,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,colthavok,ColtHavok,119089037,412635,5004,2466,10045,8166,,Call of Duty: Black Ops 6,https://static-cdn.jtvnw.net/jtv_user_pictures/03322e89-83ce-4ca1-aa54-0cb36d3d8ade-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,stylishnoob4,stylishnoob4,50988750,409645,14344,9189,2675,625,1499992,Path of Exile 2,https://static-cdn.jtvnw.net/jtv_user_pictures/stylishnoob4-profile_image-08271f11296c16df-300x300.png,JP,ja,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,cdawgva,CDawgVA,45098797,408189,12153,7152,3425,3011,840404,Final Fantasy VI,https://static-cdn.jtvnw.net/jtv_user_pictures/49110706-4c6c-4da5-8037-0fbd429405f5-profile_image-300x300.png,UK,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,bratishkinoff,bratishkinoff,99899949,403967,24671,13542,1790,8145,1802571,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/ababebac-f06f-40e7-b19c-2436b9311c1a-profile_image-300x300.png,RU,ru,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,ohnepixel,ohnePixel,43683025,400266,23762,14087,1705,6963,1725771,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/5742b015-e6ed-4f7c-a1dd-87cd88fe1eb9-profile_image-300x300.png,DE,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,yuuri22,yuuri22,499780312,395862,58123,31049,765,9341,1634378,Virtual Casino,https://static-cdn.jtvnw.net/jtv_user_pictures/88854142-6e95-4c57-9b30-b3433a9c9a8f-profile_image-300x300.jpeg,BR,pt,affilate,Male,2024-12-16,2024-12-22,2024,51
twitch,amazonmusic,AmazonMusic,123275679,388792,107540,50713,460,30752,,Music,https://static-cdn.jtvnw.net/jtv_user_pictures/796d0dc7-4de3-4f26-9cd6-af88cf438df7-profile_image-300x300.png,US,en,partner,Organization,2024-12-16,2024-12-22,2024,51
twitch,tumblurr,Tumblurr,77827128,384653,32767,19477,1185,1641,1505323,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/76689ba7-8a3a-4369-bb9b-6ec7c54e4648-profile_image-300x300.png,IT,it,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,skywhywalker,skywhywalker,254030065,383028,18718,11847,1940,8248,2164260,MiSide,https://static-cdn.jtvnw.net/jtv_user_pictures/6cf5c0a9-24f3-4e63-8433-022ef586e279-profile_image-300x300.png,RU,ru,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,gaules,Gaules,181077473,375455,10398,2326,9690,925,1132613,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/ea0fe422-84bd-4aee-9d10-fd4b0b3a7054-profile_image-300x300.png,BR,pt,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,gabepeixe,gabepeixe,59799994,369638,12351,6293,3525,3829,1625455,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/5bb6bc7d-4371-4f10-8827-7dc925f83230-profile_image-300x300.png,BR,pt,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,strogo,StRoGo,233741947,369128,31054,12656,1750,8049,1573870,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/8a9c0603-7ff0-4189-bdc1-3072029a613d-profile_image-300x300.png,RU,ru,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,bisteconee,Bisteconee,512137332,364477,28007,15565,1405,27287,1642934,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/00aed781-c3f2-49d8-88a4-3d6f0feb4b0f-profile_image-300x300.png,BR,pt,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,guacamolemolly,GUACAMOLEMOLLY,181718577,363359,18266,11068,1970,-39648,1326851,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/5dacbbcd-34d2-4e63-a15d-80090523dcb5-profile_image-300x300.png,RU,ru,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,easportsfc,easportsfc,28029009,355155,149677,40980,520,5128,1383390,EA Sports FC 25,https://static-cdn.jtvnw.net/jtv_user_pictures/d5ac63ef-75f5-4392-9032-ca59a170a4a1-profile_image-300x300.png,US,en,partner,Organization,2024-12-16,2024-12-22,2024,51
twitch,realzbluewater,RealzBlueWater,62595539,353216,6355,4515,4695,1740,1241556,Diablo IV,https://static-cdn.jtvnw.net/jtv_user_pictures/792a8905-cd57-4160-8331-c9bc035393d3-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,nmplol,Nmplol,21841789,352491,36256,21693,975,1792,1228411,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/e4d9bf96-311d-487a-b5eb-9f9a94e0f795-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,knekro,knekro,152633332,350093,15432,7795,2695,2000,893210,Pokémon Trading Card Game Pocket,https://static-cdn.jtvnw.net/jtv_user_pictures/5b73f4b998324548-profile_image-300x300.jpeg,ES,es,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,dariomocciatwitch,DarioMocciaTwitch,53065331,347748,38724,9053,2305,5221,249711,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/73633088-8b11-4dad-b4ae-065f64f3a585-profile_image-300x300.png,IT,it,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,flats,Flats,141429177,347690,32027,6592,3165,17253,783036,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/6f398651-334b-4cfc-a37c-29c066584da8-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,ironmouse,ironmouse,175831187,345668,13955,8415,2465,5855,1053210,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/c2aca19b-b318-4398-99a5-fb6a597536fd-profile_image-300x300.png,PR,en,partner,Female,2024-12-16,2024-12-22,2024,51
twitch,gronkh,GRONKH,12875057,345643,25524,19203,1080,1140,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/gronkh-profile_image-76b34139eaa46bb5-300x300.png,DE,de,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,shadowkekw,shadowkekw,465131731,344417,46577,29735,695,4835,1086481,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/55a5e785-9c08-47f5-bcff-895224deb51f-profile_image-300x300.png,RU,ru,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,angryginge13,angryginge13,598713647,343336,17901,8730,2360,7297,1482536,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/5efe32b5-32a1-43dc-805e-c63302f95bee-profile_image-300x300.png,UK,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,gordaons1,gordaons1,758175134,342682,4246,2152,9560,8397,909449,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/54e04862-876a-4141-bfe8-028a698bf213-profile_image-300x300.png,BR,pt,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,moonmoon,MOONMOON,121059319,340940,14823,9320,2195,-154,507493,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-300x300.png,US,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,mrsavage,MrSavage,198182340,338410,21800,10976,1850,9696,2186985,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/2b451fa3-32fe-4a92-844f-f1b303116ca6-profile_image-300x300.png,NO,en,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,jltomy,JLTomy,155601320,336449,19956,10380,1945,1002,1086579,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/aa2bc80a-e317-494a-a94d-7492889e4f66-profile_image-300x300.png,FR,fr,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,sasavot,sasavot,89132304,335616,20525,12279,1640,14038,2023944,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/c1372b44-c4c9-451d-867e-377b0d227756-profile_image-300x300.png,RU,ru,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,zarbex,zarbex,403594122,326515,22805,11525,1700,8236,1272733,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/436a50ca-f8e9-4cc0-aae8-def977448ac7-profile_image-300x300.png,DE,de,partner,Male,2024-12-16,2024-12-22,2024,51
twitch,lazvell,Lazvell,48677263,320377,12313,5765,3335,3917,1984355,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/85baa6dc-c2d9-4135-b6d0-dfb429d1230d-profile_image-300x300.png,JP,ja,partner,Male,2024-12-16,2024-12-22,2024,51
